,name,endTime,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
1993,Las Vegas (feat. Ebenezer)___The Magician,2021-11-10 23:53,The Magician,Las Vegas (feat. Ebenezer),58932,2021-11-10 23:53:00,0.783,0.718,11.0,-5.82,0.0,0.0636,0.0319,6.57e-06,0.123,0.429,105.011,audio_features,0IvCkEO4Ap1Ax0qfMNSc09,spotify:track:0IvCkEO4Ap1Ax0qfMNSc09,https://api.spotify.com/v1/tracks/0IvCkEO4Ap1Ax0qfMNSc09,https://api.spotify.com/v1/audio-analysis/0IvCkEO4Ap1Ax0qfMNSc09,222880.0,4.0,Las Vegas (feat. Ebenezer),2jWqvZT9LFRpdljVQJsw4P
1994,Oceans & Galaxies___Jauz,2021-11-11 00:43,Jauz,Oceans & Galaxies,193214,2021-11-11 00:43:00,0.532,0.625,1.0,-7.472,0.0,0.0506,0.12,3.35e-05,0.103,0.297,145.857,audio_features,5NQKpa6uCqZcaFkAbUK4XB,spotify:track:5NQKpa6uCqZcaFkAbUK4XB,https://api.spotify.com/v1/tracks/5NQKpa6uCqZcaFkAbUK4XB,https://api.spotify.com/v1/audio-analysis/5NQKpa6uCqZcaFkAbUK4XB,200548.0,4.0,Oceans & Galaxies,68ktA77AGDVlrifYU53GzL
1995,Las Vegas (feat. Ebenezer)___The Magician,2021-11-11 22:15,The Magician,Las Vegas (feat. Ebenezer),29519,2021-11-11 22:15:00,0.783,0.718,11.0,-5.82,0.0,0.0636,0.0319,6.57e-06,0.123,0.429,105.011,audio_features,0IvCkEO4Ap1Ax0qfMNSc09,spotify:track:0IvCkEO4Ap1Ax0qfMNSc09,https://api.spotify.com/v1/tracks/0IvCkEO4Ap1Ax0qfMNSc09,https://api.spotify.com/v1/audio-analysis/0IvCkEO4Ap1Ax0qfMNSc09,222880.0,4.0,Las Vegas (feat. Ebenezer),2jWqvZT9LFRpdljVQJsw4P
1996,Las Vegas (feat. Ebenezer)___The Magician,2021-11-11 22:17,The Magician,Las Vegas (feat. Ebenezer),164972,2021-11-11 22:17:00,0.783,0.718,11.0,-5.82,0.0,0.0636,0.0319,6.57e-06,0.123,0.429,105.011,audio_features,0IvCkEO4Ap1Ax0qfMNSc09,spotify:track:0IvCkEO4Ap1Ax0qfMNSc09,https://api.spotify.com/v1/tracks/0IvCkEO4Ap1Ax0qfMNSc09,https://api.spotify.com/v1/audio-analysis/0IvCkEO4Ap1Ax0qfMNSc09,222880.0,4.0,Las Vegas (feat. Ebenezer),2jWqvZT9LFRpdljVQJsw4P
1997,Cruzin' (feat. St Rulez)___Snakehips,2021-11-11 22:23,Snakehips,Cruzin' (feat. St Rulez),218062,2021-11-11 22:23:00,0.622,0.851,6.0,-4.665,0.0,0.357,0.215,0.0,0.111,0.541,96.024,audio_features,5iwb2YMVfNU5zGliOdwbcj,spotify:track:5iwb2YMVfNU5zGliOdwbcj,https://api.spotify.com/v1/tracks/5iwb2YMVfNU5zGliOdwbcj,https://api.spotify.com/v1/audio-analysis/5iwb2YMVfNU5zGliOdwbcj,218063.0,4.0,STAY HOME TAPES (= --__-- =),0LeXQyrzNvcgAOztFEtOsp
1998,Whippin (feat. Felix Snow)___Kiiara,2021-11-11 22:25,Kiiara,Whippin (feat. Felix Snow),160596,2021-11-11 22:25:00,0.87,0.502,5.0,-7.497,0.0,0.0549,0.549,0.00356,0.0916,0.673,82.53,audio_features,3QWjljChcOMkRDYSzF33Qr,spotify:track:3QWjljChcOMkRDYSzF33Qr,https://api.spotify.com/v1/tracks/3QWjljChcOMkRDYSzF33Qr,https://api.spotify.com/v1/audio-analysis/3QWjljChcOMkRDYSzF33Qr,160597.0,4.0,Whippin (feat. Felix Snow),5PK9tQ7Ou1AvIww8zRn3SL
1999,Do It Again___Pia Mia,2021-11-11 22:29,Pia Mia,Do It Again,207746,2021-11-11 22:29:00,0.712,0.564,8.0,-6.527,1.0,0.047,0.0266,0.0,0.0874,0.411,95.95,audio_features,72Bz4ciRZPBcVSw0nrZDHi,spotify:track:72Bz4ciRZPBcVSw0nrZDHi,https://api.spotify.com/v1/tracks/72Bz4ciRZPBcVSw0nrZDHi,https://api.spotify.com/v1/audio-analysis/72Bz4ciRZPBcVSw0nrZDHi,207747.0,4.0,Do It Again,3kBBntDYL62xlqgnulskwv
2000,Inhale___Duke Dumont,2021-11-11 22:32,Duke Dumont,Inhale,190730,2021-11-11 22:32:00,0.741,0.814,2.0,-4.393,1.0,0.0646,0.0281,0.0,0.064,0.476,118.048,audio_features,05bUAkDRK3xzvVkZlGU6ee,spotify:track:05bUAkDRK3xzvVkZlGU6ee,https://api.spotify.com/v1/tracks/05bUAkDRK3xzvVkZlGU6ee,https://api.spotify.com/v1/audio-analysis/05bUAkDRK3xzvVkZlGU6ee,190730.0,4.0,Inhale,6jkvWfbXl5So9U9IHtuFVD
2001,Nights With You - Cheat Codes Remix___MØ,2021-11-11 22:38,MØ,Nights With You - Cheat Codes Remix,246055,2021-11-11 22:38:00,0.741,0.796,1.0,-6.029,0.0,0.0575,0.00379,0.00935,0.54,0.461,115.971,audio_features,2lE6CIzmQvcF7Mo3z4k9cr,spotify:track:2lE6CIzmQvcF7Mo3z4k9cr,https://api.spotify.com/v1/tracks/2lE6CIzmQvcF7Mo3z4k9cr,https://api.spotify.com/v1/audio-analysis/2lE6CIzmQvcF7Mo3z4k9cr,246055.0,4.0,Nights With You (Cheat Codes Remix),0p1od04r7AhAYwwJa4o9hy
2002,Miss You (with Major Lazer & Tory Lanez)___Cashmere Cat,2021-11-11 22:41,Cashmere Cat,Miss You (with Major Lazer & Tory Lanez),186231,2021-11-11 22:41:00,0.747,0.641,1.0,-4.502,1.0,0.0925,0.25,0.00107,0.106,0.453,100.028,audio_features,7HdZY9UJTylIiNcSDFyUDc,spotify:track:7HdZY9UJTylIiNcSDFyUDc,https://api.spotify.com/v1/tracks/7HdZY9UJTylIiNcSDFyUDc,https://api.spotify.com/v1/audio-analysis/7HdZY9UJTylIiNcSDFyUDc,186231.0,4.0,Miss You (with Major Lazer & Tory Lanez),5Q44tz5m4c6y4pG7VPjfj6
2003,Stay Lost - Cabu Remix___Joe Hertz,2021-11-11 22:46,Joe Hertz,Stay Lost - Cabu Remix,226909,2021-11-11 22:46:00,0.572,0.498,2.0,-10.484,0.0,0.431,0.0471,4.67e-06,0.247,0.549,109.192,audio_features,3xy8karhdpkltgdwj9FGbQ,spotify:track:3xy8karhdpkltgdwj9FGbQ,https://api.spotify.com/v1/tracks/3xy8karhdpkltgdwj9FGbQ,https://api.spotify.com/v1/audio-analysis/3xy8karhdpkltgdwj9FGbQ,226909.0,4.0,Stay Lost (Cabu Remix),4ehmNuogAPzvKaWzv5InKW
2004,For the F^_^k Of It (feat. Jeremih & Aminé)___Snakehips,2021-11-11 22:49,Snakehips,For the F^_^k Of It (feat. Jeremih & Aminé),190594,2021-11-11 22:49:00,0.826,0.634,0.0,-4.0,1.0,0.122,0.402,0.0,0.293,0.778,147.996,audio_features,7mOVlQvpqrji4h2CsNWFYk,spotify:track:7mOVlQvpqrji4h2CsNWFYk,https://api.spotify.com/v1/tracks/7mOVlQvpqrji4h2CsNWFYk,https://api.spotify.com/v1/audio-analysis/7mOVlQvpqrji4h2CsNWFYk,190595.0,4.0,STAY HOME TAPES (= --__-- =),0LeXQyrzNvcgAOztFEtOsp
2005,F**k With U___Pia Mia,2021-11-11 22:54,Pia Mia,F**k With U,193802,2021-11-11 22:54:00,0.735,0.635,11.0,-6.008,1.0,0.111,0.0863,0.0,0.0928,0.76,97.956,audio_features,59wcUkUV5EeMgvRl2cibwW,spotify:track:59wcUkUV5EeMgvRl2cibwW,https://api.spotify.com/v1/tracks/59wcUkUV5EeMgvRl2cibwW,https://api.spotify.com/v1/audio-analysis/59wcUkUV5EeMgvRl2cibwW,193803.0,4.0,F**k With U,0jShwn8Ig9WsY0O9T7lIyh
2006,Real Life___Duke Dumont,2021-11-11 22:58,Duke Dumont,Real Life,205773,2021-11-11 22:58:00,0.543,0.74,7.0,-5.187,0.0,0.0557,0.148,0.00358,0.142,0.6,123.915,audio_features,6jz9EMWHffNKVlZQVXOLoz,spotify:track:6jz9EMWHffNKVlZQVXOLoz,https://api.spotify.com/v1/tracks/6jz9EMWHffNKVlZQVXOLoz,https://api.spotify.com/v1/audio-analysis/6jz9EMWHffNKVlZQVXOLoz,205773.0,4.0,Real Life,55pLHOPxFKEi82Z15IeHxq
2007,Not Above Love___AlunaGeorge,2021-11-11 23:02,AlunaGeorge,Not Above Love,190346,2021-11-11 23:02:00,0.741,0.733,10.0,-4.818,1.0,0.0458,0.413,0.0,0.394,0.538,96.044,audio_features,6wIuXffmapTD8RQgo2sFdL,spotify:track:6wIuXffmapTD8RQgo2sFdL,https://api.spotify.com/v1/tracks/6wIuXffmapTD8RQgo2sFdL,https://api.spotify.com/v1/audio-analysis/6wIuXffmapTD8RQgo2sFdL,190347.0,4.0,I Remember,6KuHbuDiJNcgEvnLTnfQcY
2008,romantics___Tove Lo,2021-11-11 23:06,Tove Lo,romantics,211648,2021-11-11 23:06:00,0.618,0.716,10.0,-6.46,1.0,0.0311,0.00462,3.73e-06,0.194,0.201,98.017,audio_features,45CiDBvF0HNtAHXQFfnSzD,spotify:track:45CiDBvF0HNtAHXQFfnSzD,https://api.spotify.com/v1/tracks/45CiDBvF0HNtAHXQFfnSzD,https://api.spotify.com/v1/audio-analysis/45CiDBvF0HNtAHXQFfnSzD,211649.0,4.0,BLUE LIPS (lady wood phase II),6jggnLM3SdDnjQ3GWmIZ4L
2009,Feels Great (feat. Fetty Wap & CVBZ)___Cheat Codes,2021-11-11 23:10,Cheat Codes,Feels Great (feat. Fetty Wap & CVBZ),193568,2021-11-11 23:10:00,0.522,0.833,0.0,-3.715,1.0,0.0575,0.0454,0.0,0.127,0.296,180.009,audio_features,5uu28fUesZMl89lf9CLrgN,spotify:track:5uu28fUesZMl89lf9CLrgN,https://api.spotify.com/v1/tracks/5uu28fUesZMl89lf9CLrgN,https://api.spotify.com/v1/audio-analysis/5uu28fUesZMl89lf9CLrgN,193569.0,4.0,Feels Great (feat. Fetty Wap & CVBZ),0mwVjzIzef3VieD5B6JtUI
2010,Call Me___NEIKED,2021-11-11 23:13,NEIKED,Call Me,182038,2021-11-11 23:13:00,0.783,0.58,7.0,-6.548,1.0,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,audio_features,3TGRqZ0a2l1LRblBkJoaDx,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,https://api.spotify.com/v1/tracks/3TGRqZ0a2l1LRblBkJoaDx,https://api.spotify.com/v1/audio-analysis/3TGRqZ0a2l1LRblBkJoaDx,193400.0,4.0,Kiss (Deluxe),29blfJv8AddJrjuG3DpE13
2011,Working For It___ZHU,2021-11-11 23:18,ZHU,Working For It,231813,2021-11-11 23:18:00,0.776,0.715,5.0,-6.587,0.0,0.0505,0.0971,0.0131,0.247,0.502,99.951,audio_features,2HJQcyUpmUuvzS5vBAICIc,spotify:track:2HJQcyUpmUuvzS5vBAICIc,https://api.spotify.com/v1/tracks/2HJQcyUpmUuvzS5vBAICIc,https://api.spotify.com/v1/audio-analysis/2HJQcyUpmUuvzS5vBAICIc,231813.0,4.0,GENERATIONWHY,6Xhb46t8f3z8FkuXQAj4UV
