,name,endTime,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
1095,Monody (feat. Laura Brehm)___TheFatRat,2021-10-12 19:41,TheFatRat,Monody (feat. Laura Brehm),290467,2021-10-12 19:41:00,0.526,0.69,1.0,-3.591,0.0,0.0351,0.114,0.00216,0.0969,0.224,106.993,audio_features,3VvBPkc24zC7x05mgJTyGO,spotify:track:3VvBPkc24zC7x05mgJTyGO,https://api.spotify.com/v1/tracks/3VvBPkc24zC7x05mgJTyGO,https://api.spotify.com/v1/audio-analysis/3VvBPkc24zC7x05mgJTyGO,290467.0,4.0,Monody (feat. Laura Brehm),6M9lhBLGRYYP6kaL5jJuz2
1096,Unity___TheFatRat,2021-10-12 19:45,TheFatRat,Unity,249285,2021-10-12 19:45:00,0.707,0.88,4.0,-3.211,0.0,0.0317,0.00424,0.0379,0.0534,0.565,105.003,audio_features,47qYqGPgMTh3l1PRKBHEfI,spotify:track:47qYqGPgMTh3l1PRKBHEfI,https://api.spotify.com/v1/tracks/47qYqGPgMTh3l1PRKBHEfI,https://api.spotify.com/v1/audio-analysis/47qYqGPgMTh3l1PRKBHEfI,249286.0,4.0,Unity,1cxmFr3tma40mHVD1NsLAV
1097,Xenogenesis___TheFatRat,2021-10-12 19:50,TheFatRat,Xenogenesis,233379,2021-10-12 19:50:00,0.544,0.608,10.0,-8.073,0.0,0.0287,0.0313,0.742,0.0925,0.088,145.049,audio_features,5iRVNYbhfWNO2VzBykX7GS,spotify:track:5iRVNYbhfWNO2VzBykX7GS,https://api.spotify.com/v1/tracks/5iRVNYbhfWNO2VzBykX7GS,https://api.spotify.com/v1/audio-analysis/5iRVNYbhfWNO2VzBykX7GS,233379.0,4.0,Xenogenesis,07ej3OfHDl0ppyUrK7bTUF
1098,Rise___OVERWERK,2021-10-13 02:13,OVERWERK,Rise,394960,2021-10-13 02:13:00,0.483,0.129,5.0,-20.149,0.0,0.0349,0.947,0.145,0.106,0.203,137.35,audio_features,51Grh1RyUDcMBbpuyUIUHI,spotify:track:51Grh1RyUDcMBbpuyUIUHI,https://api.spotify.com/v1/tracks/51Grh1RyUDcMBbpuyUIUHI,https://api.spotify.com/v1/audio-analysis/51Grh1RyUDcMBbpuyUIUHI,161929.0,3.0,recently,295qW3R6DSM1WfePwUpgux
1099,Tsunami___DVBBS,2021-10-13 02:18,DVBBS,Tsunami,236706,2021-10-13 02:18:00,0.699,0.839,4.0,-5.353,0.0,0.0481,0.0483,0.655,0.0897,0.264,128.026,audio_features,0vZCG0H9KhtU7K8MEUVAoV,spotify:track:0vZCG0H9KhtU7K8MEUVAoV,https://api.spotify.com/v1/tracks/0vZCG0H9KhtU7K8MEUVAoV,https://api.spotify.com/v1/audio-analysis/0vZCG0H9KhtU7K8MEUVAoV,236706.0,4.0,Tsunami,7p38vlEZaMNySKQVSSWUm8
1100,Windfall___TheFatRat,2021-10-13 02:22,TheFatRat,Windfall,228382,2021-10-13 02:22:00,0.651,0.852,0.0,-5.439,0.0,0.0302,0.0477,0.705,0.0658,0.398,102.004,audio_features,4eFx1vS9tNVffDpaUglUGm,spotify:track:4eFx1vS9tNVffDpaUglUGm,https://api.spotify.com/v1/tracks/4eFx1vS9tNVffDpaUglUGm,https://api.spotify.com/v1/audio-analysis/4eFx1vS9tNVffDpaUglUGm,228382.0,4.0,Windfall,0ycxYFLqShulXQfiCEHRBL
1101,300 Violin Orchestra___Jorge Quintero,2021-10-13 02:25,Jorge Quintero,300 Violin Orchestra,178025,2021-10-13 02:25:00,0.591,0.75,1.0,-6.599,0.0,0.0479,0.342,0.363,0.0804,0.385,149.931,audio_features,4JjUwfp8GQ3PxWg2QPKnpn,spotify:track:4JjUwfp8GQ3PxWg2QPKnpn,https://api.spotify.com/v1/tracks/4JjUwfp8GQ3PxWg2QPKnpn,https://api.spotify.com/v1/audio-analysis/4JjUwfp8GQ3PxWg2QPKnpn,178026.0,4.0,Hip Hop and Rnb Instrmentals,4qYSyA9eRrQwwf0fkuIFdV
1102,Over the Rainbow / Simple Gifts___The Piano Guys,2021-10-13 03:41,The Piano Guys,Over the Rainbow / Simple Gifts,160751,2021-10-13 03:41:00,0.585,0.439,0.0,-11.409,1.0,0.0357,0.899,0.906,0.36,0.614,170.056,audio_features,3TgaPzOX2706KUeTyA7DFx,spotify:track:3TgaPzOX2706KUeTyA7DFx,https://api.spotify.com/v1/tracks/3TgaPzOX2706KUeTyA7DFx,https://api.spotify.com/v1/audio-analysis/3TgaPzOX2706KUeTyA7DFx,224053.0,4.0,The Piano Guys,6P2EwTc87RwLx2ANZVr1JY
1103,Mission Impossible (feat. Lindsey Stirling)___The Piano Guys,2021-10-13 03:41,The Piano Guys,Mission Impossible (feat. Lindsey Stirling),2688,2021-10-13 03:41:00,0.566,0.614,9.0,-7.967,0.0,0.0497,0.186,0.825,0.0693,0.384,99.918,audio_features,49q8tEVP92m9yUxmZ2j2nc,spotify:track:49q8tEVP92m9yUxmZ2j2nc,https://api.spotify.com/v1/tracks/49q8tEVP92m9yUxmZ2j2nc,https://api.spotify.com/v1/audio-analysis/49q8tEVP92m9yUxmZ2j2nc,225120.0,5.0,The Piano Guys 2,5iCNAC5zJYnO90r0dcXq4u
1104,Palladio___Escala,2021-10-13 03:45,Escala,Palladio,234186,2021-10-13 03:45:00,0.587,0.866,2.0,-5.006,0.0,0.0332,0.216,0.878,0.0896,0.35,91.298,audio_features,1ALiG3jOB2tOfKiAWscWYQ,spotify:track:1ALiG3jOB2tOfKiAWscWYQ,https://api.spotify.com/v1/tracks/1ALiG3jOB2tOfKiAWscWYQ,https://api.spotify.com/v1/audio-analysis/1ALiG3jOB2tOfKiAWscWYQ,234187.0,4.0,Escala,3jAldd2C0JtIYsLPDusbfM
1105,All My Love (feat. Conor Maynard)___Cash Cash,2021-10-13 03:48,Cash Cash,All My Love (feat. Conor Maynard),191330,2021-10-13 03:48:00,0.59,0.871,11.0,-3.353,0.0,0.0891,0.148,0.0,0.0739,0.304,134.956,audio_features,1839RWzPRZCVgvamu4sHSN,spotify:track:1839RWzPRZCVgvamu4sHSN,https://api.spotify.com/v1/tracks/1839RWzPRZCVgvamu4sHSN,https://api.spotify.com/v1/audio-analysis/1839RWzPRZCVgvamu4sHSN,191331.0,4.0,All My Love (feat. Conor Maynard),3c34znQ8KmjMluK6X4FVsV
1106,Squid Game___ANTH,2021-10-13 04:00,ANTH,Squid Game,35985,2021-10-13 04:00:00,0.692,0.582,9.0,-6.958,0.0,0.236,0.288,0.0,0.0965,0.318,145.087,audio_features,0lnBN3o2Iq9SJHgSZXV4oM,spotify:track:0lnBN3o2Iq9SJHgSZXV4oM,https://api.spotify.com/v1/tracks/0lnBN3o2Iq9SJHgSZXV4oM,https://api.spotify.com/v1/audio-analysis/0lnBN3o2Iq9SJHgSZXV4oM,132535.0,4.0,Squid Game,1RiLgDrxqXmGaQiNfe8ZQF
1107,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit___SHAUN,2021-10-13 04:03,SHAUN,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,192452,2021-10-13 04:03:00,0.737,0.747,10.0,-4.818,1.0,0.0323,0.269,0.0,0.219,0.447,105.943,audio_features,1ZLrDPgR7mvuTco3rQK8Pk,spotify:track:1ZLrDPgR7mvuTco3rQK8Pk,https://api.spotify.com/v1/tracks/1ZLrDPgR7mvuTco3rQK8Pk,https://api.spotify.com/v1/audio-analysis/1ZLrDPgR7mvuTco3rQK8Pk,192453.0,4.0,Way Back Home (feat. Conor Maynard) [Sam Feldt Edit],13aeLAMXve4Jxd8mNKu068
1108,Rise___Jonas Blue,2021-10-13 04:04,Jonas Blue,Rise,29169,2021-10-13 04:04:00,0.687,0.785,1.0,-4.65,1.0,0.0333,0.327,0.0,0.203,0.655,106.046,audio_features,5ZSl6gDoV6bPPxzmLeneV9,spotify:track:5ZSl6gDoV6bPPxzmLeneV9,https://api.spotify.com/v1/tracks/5ZSl6gDoV6bPPxzmLeneV9,https://api.spotify.com/v1/audio-analysis/5ZSl6gDoV6bPPxzmLeneV9,194408.0,4.0,Blue,2xZSrcBmvMw9Y8hac6xU7L
1109,"Blinded By Your Grace, Pt. 2 (feat. MNEK)___Stormzy",2021-10-13 04:07,Stormzy,"Blinded By Your Grace, Pt. 2 (feat. MNEK)",230654,2021-10-13 04:07:00,0.35,0.613,2.0,-5.453,1.0,0.0592,0.0743,0.0,0.069,0.224,120.038,audio_features,0ihguwGVwKihJ1Nj8fGQlY,spotify:track:0ihguwGVwKihJ1Nj8fGQlY,https://api.spotify.com/v1/tracks/0ihguwGVwKihJ1Nj8fGQlY,https://api.spotify.com/v1/audio-analysis/0ihguwGVwKihJ1Nj8fGQlY,230655.0,4.0,Gang Signs & Prayer,5fkFWJ9LZizXE4yPenNGuy
1110,Ignite___Alan Walker,2021-10-13 04:08,Alan Walker,Ignite,1567,2021-10-13 04:08:00,0.681,0.864,8.0,-4.3,0.0,0.116,0.0208,3.98e-06,0.192,0.479,90.008,audio_features,1jLsirPDkUS2g4gnkYua58,spotify:track:1jLsirPDkUS2g4gnkYua58,https://api.spotify.com/v1/tracks/1jLsirPDkUS2g4gnkYua58,https://api.spotify.com/v1/audio-analysis/1jLsirPDkUS2g4gnkYua58,210288.0,4.0,Ignite,6Rg9tJW4DSAUyNp59VXzu1
1111,Faded___Alan Walker,2021-10-13 04:08,Alan Walker,Faded,847,2021-10-13 04:08:00,0.468,0.627,6.0,-5.085,1.0,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,audio_features,698ItKASDavgwZ3WjaWjtz,spotify:track:698ItKASDavgwZ3WjaWjtz,https://api.spotify.com/v1/tracks/698ItKASDavgwZ3WjaWjtz,https://api.spotify.com/v1/audio-analysis/698ItKASDavgwZ3WjaWjtz,212107.0,4.0,Different World,3nzuGtN3nXARvvecier4K0
1112,Return Of The Rucksack___Stormzy,2021-10-13 04:08,Stormzy,Return Of The Rucksack,4737,2021-10-13 04:08:00,0.743,0.782,9.0,-3.976,1.0,0.0521,0.000831,0.000198,0.166,0.458,139.005,audio_features,3dMHFZsBzy45jpIHR7l8AJ,spotify:track:3dMHFZsBzy45jpIHR7l8AJ,https://api.spotify.com/v1/tracks/3dMHFZsBzy45jpIHR7l8AJ,https://api.spotify.com/v1/audio-analysis/3dMHFZsBzy45jpIHR7l8AJ,184398.0,4.0,Gang Signs & Prayer,5fkFWJ9LZizXE4yPenNGuy
1113,Cloud Up - 2015 full___DJ KIMERA,2021-10-13 04:08,DJ KIMERA,Cloud Up - 2015 full,1462,2021-10-13 04:08:00,0.697,0.892,11.0,-5.411,0.0,0.0501,0.03,0.967,0.172,0.529,127.987,audio_features,5ZXrmiC1ESKe4TLycEONYE,spotify:track:5ZXrmiC1ESKe4TLycEONYE,https://api.spotify.com/v1/tracks/5ZXrmiC1ESKe4TLycEONYE,https://api.spotify.com/v1/audio-analysis/5ZXrmiC1ESKe4TLycEONYE,175078.0,4.0,LUCKY 7 JACKPOT (Digital remaster),1D6Tkm3rKsdQhcUwJUAEs0
1114,Darkside___Alan Walker,2021-10-13 04:08,Alan Walker,Darkside,1880,2021-10-13 04:08:00,0.43,0.606,4.0,-5.115,0.0,0.0431,0.131,0.0,0.173,0.123,169.988,audio_features,6SRWhUJcD2YKahCwHavz3X,spotify:track:6SRWhUJcD2YKahCwHavz3X,https://api.spotify.com/v1/tracks/6SRWhUJcD2YKahCwHavz3X,https://api.spotify.com/v1/audio-analysis/6SRWhUJcD2YKahCwHavz3X,211680.0,4.0,Different World,3nzuGtN3nXARvvecier4K0
1115,Faded___Alan Walker,2021-10-13 04:11,Alan Walker,Faded,212626,2021-10-13 04:11:00,0.468,0.627,6.0,-5.085,1.0,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,audio_features,698ItKASDavgwZ3WjaWjtz,spotify:track:698ItKASDavgwZ3WjaWjtz,https://api.spotify.com/v1/tracks/698ItKASDavgwZ3WjaWjtz,https://api.spotify.com/v1/audio-analysis/698ItKASDavgwZ3WjaWjtz,212107.0,4.0,Different World,3nzuGtN3nXARvvecier4K0
1116,Tsunami___DVBBS,2021-10-13 04:17,DVBBS,Tsunami,236706,2021-10-13 04:17:00,0.699,0.839,4.0,-5.353,0.0,0.0481,0.0483,0.655,0.0897,0.264,128.026,audio_features,0vZCG0H9KhtU7K8MEUVAoV,spotify:track:0vZCG0H9KhtU7K8MEUVAoV,https://api.spotify.com/v1/tracks/0vZCG0H9KhtU7K8MEUVAoV,https://api.spotify.com/v1/audio-analysis/0vZCG0H9KhtU7K8MEUVAoV,236706.0,4.0,Tsunami,7p38vlEZaMNySKQVSSWUm8
1117,Unity___TheFatRat,2021-10-13 04:21,TheFatRat,Unity,249285,2021-10-13 04:21:00,0.707,0.88,4.0,-3.211,0.0,0.0317,0.00424,0.0379,0.0534,0.565,105.003,audio_features,47qYqGPgMTh3l1PRKBHEfI,spotify:track:47qYqGPgMTh3l1PRKBHEfI,https://api.spotify.com/v1/tracks/47qYqGPgMTh3l1PRKBHEfI,https://api.spotify.com/v1/audio-analysis/47qYqGPgMTh3l1PRKBHEfI,249286.0,4.0,Unity,1cxmFr3tma40mHVD1NsLAV
1118,More Than You Know___Axwell /\ Ingrosso,2021-10-13 04:26,Axwell /\ Ingrosso,More Than You Know,203000,2021-10-13 04:26:00,0.646,0.741,5.0,-4.973,0.0,0.034,0.0275,0.0,0.312,0.571,123.077,audio_features,6h5PAsRni4IRlxWr6uDPTP,spotify:track:6h5PAsRni4IRlxWr6uDPTP,https://api.spotify.com/v1/tracks/6h5PAsRni4IRlxWr6uDPTP,https://api.spotify.com/v1/audio-analysis/6h5PAsRni4IRlxWr6uDPTP,203000.0,4.0,More Than You Know,6Ei5WWek37m1x9AjpSXTcJ
1119,Mission Impossible (feat. Lindsey Stirling)___The Piano Guys,2021-10-13 04:30,The Piano Guys,Mission Impossible (feat. Lindsey Stirling),225120,2021-10-13 04:30:00,0.566,0.614,9.0,-7.967,0.0,0.0497,0.186,0.825,0.0693,0.384,99.918,audio_features,49q8tEVP92m9yUxmZ2j2nc,spotify:track:49q8tEVP92m9yUxmZ2j2nc,https://api.spotify.com/v1/tracks/49q8tEVP92m9yUxmZ2j2nc,https://api.spotify.com/v1/audio-analysis/49q8tEVP92m9yUxmZ2j2nc,225120.0,5.0,The Piano Guys 2,5iCNAC5zJYnO90r0dcXq4u
1120,Over the Rainbow / Simple Gifts___The Piano Guys,2021-10-13 04:34,The Piano Guys,Over the Rainbow / Simple Gifts,224053,2021-10-13 04:34:00,0.585,0.439,0.0,-11.409,1.0,0.0357,0.899,0.906,0.36,0.614,170.056,audio_features,3TgaPzOX2706KUeTyA7DFx,spotify:track:3TgaPzOX2706KUeTyA7DFx,https://api.spotify.com/v1/tracks/3TgaPzOX2706KUeTyA7DFx,https://api.spotify.com/v1/audio-analysis/3TgaPzOX2706KUeTyA7DFx,224053.0,4.0,The Piano Guys,6P2EwTc87RwLx2ANZVr1JY
1121,Ignite___Alan Walker,2021-10-13 04:38,Alan Walker,Ignite,210288,2021-10-13 04:38:00,0.681,0.864,8.0,-4.3,0.0,0.116,0.0208,3.98e-06,0.192,0.479,90.008,audio_features,1jLsirPDkUS2g4gnkYua58,spotify:track:1jLsirPDkUS2g4gnkYua58,https://api.spotify.com/v1/tracks/1jLsirPDkUS2g4gnkYua58,https://api.spotify.com/v1/audio-analysis/1jLsirPDkUS2g4gnkYua58,210288.0,4.0,Ignite,6Rg9tJW4DSAUyNp59VXzu1
1122,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit___SHAUN,2021-10-13 04:42,SHAUN,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,192452,2021-10-13 04:42:00,0.737,0.747,10.0,-4.818,1.0,0.0323,0.269,0.0,0.219,0.447,105.943,audio_features,1ZLrDPgR7mvuTco3rQK8Pk,spotify:track:1ZLrDPgR7mvuTco3rQK8Pk,https://api.spotify.com/v1/tracks/1ZLrDPgR7mvuTco3rQK8Pk,https://api.spotify.com/v1/audio-analysis/1ZLrDPgR7mvuTco3rQK8Pk,192453.0,4.0,Way Back Home (feat. Conor Maynard) [Sam Feldt Edit],13aeLAMXve4Jxd8mNKu068
1123,Xenogenesis___TheFatRat,2021-10-13 04:45,TheFatRat,Xenogenesis,232860,2021-10-13 04:45:00,0.544,0.608,10.0,-8.073,0.0,0.0287,0.0313,0.742,0.0925,0.088,145.049,audio_features,5iRVNYbhfWNO2VzBykX7GS,spotify:track:5iRVNYbhfWNO2VzBykX7GS,https://api.spotify.com/v1/tracks/5iRVNYbhfWNO2VzBykX7GS,https://api.spotify.com/v1/audio-analysis/5iRVNYbhfWNO2VzBykX7GS,233379.0,4.0,Xenogenesis,07ej3OfHDl0ppyUrK7bTUF
1124,Rise___OVERWERK,2021-10-13 15:07,OVERWERK,Rise,126728,2021-10-13 15:07:00,0.483,0.129,5.0,-20.149,0.0,0.0349,0.947,0.145,0.106,0.203,137.35,audio_features,51Grh1RyUDcMBbpuyUIUHI,spotify:track:51Grh1RyUDcMBbpuyUIUHI,https://api.spotify.com/v1/tracks/51Grh1RyUDcMBbpuyUIUHI,https://api.spotify.com/v1/audio-analysis/51Grh1RyUDcMBbpuyUIUHI,161929.0,3.0,recently,295qW3R6DSM1WfePwUpgux
1125,Monody (feat. Laura Brehm)___TheFatRat,2021-10-13 15:14,TheFatRat,Monody (feat. Laura Brehm),190043,2021-10-13 15:14:00,0.526,0.69,1.0,-3.591,0.0,0.0351,0.114,0.00216,0.0969,0.224,106.993,audio_features,3VvBPkc24zC7x05mgJTyGO,spotify:track:3VvBPkc24zC7x05mgJTyGO,https://api.spotify.com/v1/tracks/3VvBPkc24zC7x05mgJTyGO,https://api.spotify.com/v1/audio-analysis/3VvBPkc24zC7x05mgJTyGO,290467.0,4.0,Monody (feat. Laura Brehm),6M9lhBLGRYYP6kaL5jJuz2
1126,Monody (feat. Laura Brehm)___TheFatRat,2021-10-13 17:28,TheFatRat,Monody (feat. Laura Brehm),100424,2021-10-13 17:28:00,0.526,0.69,1.0,-3.591,0.0,0.0351,0.114,0.00216,0.0969,0.224,106.993,audio_features,3VvBPkc24zC7x05mgJTyGO,spotify:track:3VvBPkc24zC7x05mgJTyGO,https://api.spotify.com/v1/tracks/3VvBPkc24zC7x05mgJTyGO,https://api.spotify.com/v1/audio-analysis/3VvBPkc24zC7x05mgJTyGO,290467.0,4.0,Monody (feat. Laura Brehm),6M9lhBLGRYYP6kaL5jJuz2
1127,More Than You Know___Axwell /\ Ingrosso,2021-10-13 17:32,Axwell /\ Ingrosso,More Than You Know,203000,2021-10-13 17:32:00,0.646,0.741,5.0,-4.973,0.0,0.034,0.0275,0.0,0.312,0.571,123.077,audio_features,6h5PAsRni4IRlxWr6uDPTP,spotify:track:6h5PAsRni4IRlxWr6uDPTP,https://api.spotify.com/v1/tracks/6h5PAsRni4IRlxWr6uDPTP,https://api.spotify.com/v1/audio-analysis/6h5PAsRni4IRlxWr6uDPTP,203000.0,4.0,More Than You Know,6Ei5WWek37m1x9AjpSXTcJ
1128,Ignite___Alan Walker,2021-10-13 17:35,Alan Walker,Ignite,127018,2021-10-13 17:35:00,0.681,0.864,8.0,-4.3,0.0,0.116,0.0208,3.98e-06,0.192,0.479,90.008,audio_features,1jLsirPDkUS2g4gnkYua58,spotify:track:1jLsirPDkUS2g4gnkYua58,https://api.spotify.com/v1/tracks/1jLsirPDkUS2g4gnkYua58,https://api.spotify.com/v1/audio-analysis/1jLsirPDkUS2g4gnkYua58,210288.0,4.0,Ignite,6Rg9tJW4DSAUyNp59VXzu1
1129,All My Love (feat. Conor Maynard)___Cash Cash,2021-10-13 17:38,Cash Cash,All My Love (feat. Conor Maynard),191330,2021-10-13 17:38:00,0.59,0.871,11.0,-3.353,0.0,0.0891,0.148,0.0,0.0739,0.304,134.956,audio_features,1839RWzPRZCVgvamu4sHSN,spotify:track:1839RWzPRZCVgvamu4sHSN,https://api.spotify.com/v1/tracks/1839RWzPRZCVgvamu4sHSN,https://api.spotify.com/v1/audio-analysis/1839RWzPRZCVgvamu4sHSN,191331.0,4.0,All My Love (feat. Conor Maynard),3c34znQ8KmjMluK6X4FVsV
1130,Over the Rainbow / Simple Gifts___The Piano Guys,2021-10-13 17:41,The Piano Guys,Over the Rainbow / Simple Gifts,111036,2021-10-13 17:41:00,0.585,0.439,0.0,-11.409,1.0,0.0357,0.899,0.906,0.36,0.614,170.056,audio_features,3TgaPzOX2706KUeTyA7DFx,spotify:track:3TgaPzOX2706KUeTyA7DFx,https://api.spotify.com/v1/tracks/3TgaPzOX2706KUeTyA7DFx,https://api.spotify.com/v1/audio-analysis/3TgaPzOX2706KUeTyA7DFx,224053.0,4.0,The Piano Guys,6P2EwTc87RwLx2ANZVr1JY
1131,Rise___Jonas Blue,2021-10-13 17:44,Jonas Blue,Rise,194407,2021-10-13 17:44:00,0.687,0.785,1.0,-4.65,1.0,0.0333,0.327,0.0,0.203,0.655,106.046,audio_features,5ZSl6gDoV6bPPxzmLeneV9,spotify:track:5ZSl6gDoV6bPPxzmLeneV9,https://api.spotify.com/v1/tracks/5ZSl6gDoV6bPPxzmLeneV9,https://api.spotify.com/v1/audio-analysis/5ZSl6gDoV6bPPxzmLeneV9,194408.0,4.0,Blue,2xZSrcBmvMw9Y8hac6xU7L
1132,Cloud Up - 2015 full___DJ KIMERA,2021-10-13 17:47,DJ KIMERA,Cloud Up - 2015 full,175078,2021-10-13 17:47:00,0.697,0.892,11.0,-5.411,0.0,0.0501,0.03,0.967,0.172,0.529,127.987,audio_features,5ZXrmiC1ESKe4TLycEONYE,spotify:track:5ZXrmiC1ESKe4TLycEONYE,https://api.spotify.com/v1/tracks/5ZXrmiC1ESKe4TLycEONYE,https://api.spotify.com/v1/audio-analysis/5ZXrmiC1ESKe4TLycEONYE,175078.0,4.0,LUCKY 7 JACKPOT (Digital remaster),1D6Tkm3rKsdQhcUwJUAEs0
1133,Windfall___TheFatRat,2021-10-13 17:53,TheFatRat,Windfall,228382,2021-10-13 17:53:00,0.651,0.852,0.0,-5.439,0.0,0.0302,0.0477,0.705,0.0658,0.398,102.004,audio_features,4eFx1vS9tNVffDpaUglUGm,spotify:track:4eFx1vS9tNVffDpaUglUGm,https://api.spotify.com/v1/tracks/4eFx1vS9tNVffDpaUglUGm,https://api.spotify.com/v1/audio-analysis/4eFx1vS9tNVffDpaUglUGm,228382.0,4.0,Windfall,0ycxYFLqShulXQfiCEHRBL
1134,Palladio___Escala,2021-10-13 17:57,Escala,Palladio,234186,2021-10-13 17:57:00,0.587,0.866,2.0,-5.006,0.0,0.0332,0.216,0.878,0.0896,0.35,91.298,audio_features,1ALiG3jOB2tOfKiAWscWYQ,spotify:track:1ALiG3jOB2tOfKiAWscWYQ,https://api.spotify.com/v1/tracks/1ALiG3jOB2tOfKiAWscWYQ,https://api.spotify.com/v1/audio-analysis/1ALiG3jOB2tOfKiAWscWYQ,234187.0,4.0,Escala,3jAldd2C0JtIYsLPDusbfM
1135,Faded___Alan Walker,2021-10-13 18:10,Alan Walker,Faded,105186,2021-10-13 18:10:00,0.468,0.627,6.0,-5.085,1.0,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,audio_features,698ItKASDavgwZ3WjaWjtz,spotify:track:698ItKASDavgwZ3WjaWjtz,https://api.spotify.com/v1/tracks/698ItKASDavgwZ3WjaWjtz,https://api.spotify.com/v1/audio-analysis/698ItKASDavgwZ3WjaWjtz,212107.0,4.0,Different World,3nzuGtN3nXARvvecier4K0
1136,Faded___Alan Walker,2021-10-13 18:26,Alan Walker,Faded,2599,2021-10-13 18:26:00,0.468,0.627,6.0,-5.085,1.0,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,audio_features,698ItKASDavgwZ3WjaWjtz,spotify:track:698ItKASDavgwZ3WjaWjtz,https://api.spotify.com/v1/tracks/698ItKASDavgwZ3WjaWjtz,https://api.spotify.com/v1/audio-analysis/698ItKASDavgwZ3WjaWjtz,212107.0,4.0,Different World,3nzuGtN3nXARvvecier4K0
1137,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit___SHAUN,2021-10-14 02:37,SHAUN,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,192452,2021-10-14 02:37:00,0.737,0.747,10.0,-4.818,1.0,0.0323,0.269,0.0,0.219,0.447,105.943,audio_features,1ZLrDPgR7mvuTco3rQK8Pk,spotify:track:1ZLrDPgR7mvuTco3rQK8Pk,https://api.spotify.com/v1/tracks/1ZLrDPgR7mvuTco3rQK8Pk,https://api.spotify.com/v1/audio-analysis/1ZLrDPgR7mvuTco3rQK8Pk,192453.0,4.0,Way Back Home (feat. Conor Maynard) [Sam Feldt Edit],13aeLAMXve4Jxd8mNKu068
1138,Xenogenesis___TheFatRat,2021-10-14 02:41,TheFatRat,Xenogenesis,233379,2021-10-14 02:41:00,0.544,0.608,10.0,-8.073,0.0,0.0287,0.0313,0.742,0.0925,0.088,145.049,audio_features,5iRVNYbhfWNO2VzBykX7GS,spotify:track:5iRVNYbhfWNO2VzBykX7GS,https://api.spotify.com/v1/tracks/5iRVNYbhfWNO2VzBykX7GS,https://api.spotify.com/v1/audio-analysis/5iRVNYbhfWNO2VzBykX7GS,233379.0,4.0,Xenogenesis,07ej3OfHDl0ppyUrK7bTUF
1139,Sunday Morning (feat. Josie Dunne)___Matoma,2021-10-14 02:54,Matoma,Sunday Morning (feat. Josie Dunne),174650,2021-10-14 02:54:00,0.629,0.723,6.0,-5.688,1.0,0.0507,0.111,0.0,0.197,0.411,123.997,audio_features,7dhyhMtWWJNYWmE4N5XiEA,spotify:track:7dhyhMtWWJNYWmE4N5XiEA,https://api.spotify.com/v1/tracks/7dhyhMtWWJNYWmE4N5XiEA,https://api.spotify.com/v1/audio-analysis/7dhyhMtWWJNYWmE4N5XiEA,186774.0,4.0,One in a Million,5FAgkqm09atYktUn6owa2q
1140,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit___SHAUN,2021-10-14 02:58,SHAUN,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,192452,2021-10-14 02:58:00,0.737,0.747,10.0,-4.818,1.0,0.0323,0.269,0.0,0.219,0.447,105.943,audio_features,1ZLrDPgR7mvuTco3rQK8Pk,spotify:track:1ZLrDPgR7mvuTco3rQK8Pk,https://api.spotify.com/v1/tracks/1ZLrDPgR7mvuTco3rQK8Pk,https://api.spotify.com/v1/audio-analysis/1ZLrDPgR7mvuTco3rQK8Pk,192453.0,4.0,Way Back Home (feat. Conor Maynard) [Sam Feldt Edit],13aeLAMXve4Jxd8mNKu068
1141,Mission Impossible (feat. Lindsey Stirling)___The Piano Guys,2021-10-14 03:03,The Piano Guys,Mission Impossible (feat. Lindsey Stirling),225120,2021-10-14 03:03:00,0.566,0.614,9.0,-7.967,0.0,0.0497,0.186,0.825,0.0693,0.384,99.918,audio_features,49q8tEVP92m9yUxmZ2j2nc,spotify:track:49q8tEVP92m9yUxmZ2j2nc,https://api.spotify.com/v1/tracks/49q8tEVP92m9yUxmZ2j2nc,https://api.spotify.com/v1/audio-analysis/49q8tEVP92m9yUxmZ2j2nc,225120.0,5.0,The Piano Guys 2,5iCNAC5zJYnO90r0dcXq4u
